"","X","ID","day","date","time","schedule","question","rating"
"388",388,7,4,"2016-09-29","12:21:58","self-initiated","sleep",2
"389",389,7,4,"2016-09-29","14:23:13","self-initiated","self-esteem",6
"390",390,7,4,"2016-09-29","13:04:26","self-initiated","enjoyed activities",3
"391",391,7,4,"2016-09-29","13:10:05","self-initiated","pleasant activities",10
"392",392,7,4,"2016-09-29","11:52:25","self-initiated","worrying",9
"393",393,8,1,"2016-08-23","15:58:12","self-initiated","social contact",7
"394",394,8,1,"2016-08-23","12:24:34","self-initiated","mood",8
"395",395,8,1,"2016-08-23","15:04:18","self-initiated","sleep",7
"396",396,8,1,"2016-08-23","18:03:42","self-initiated","self-esteem",8
"397",397,8,1,"2016-08-23","22:34:41","self-initiated","enjoyed activities",9
"398",398,8,1,"2016-08-23","13:22:08","self-initiated","pleasant activities",4
"399",399,8,1,"2016-08-23","20:05:09","self-initiated","worrying",4
"400",400,8,2,"2016-09-12","23:04:22","self-initiated","social contact",3
"401",401,8,2,"2016-09-12","10:42:43","self-initiated","mood",10
"402",402,8,2,"2016-09-12","13:27:42","self-initiated","sleep",8
"403",403,8,2,"2016-09-12","10:51:19","self-initiated","self-esteem",7
"404",404,8,2,"2016-09-12","08:33:46","self-initiated","enjoyed activities",10
"405",405,8,2,"2016-09-12","17:32:20","self-initiated","pleasant activities",5
"406",406,8,2,"2016-09-12","18:30:03","self-initiated","worrying",9
"407",407,8,3,"2016-08-29","17:50:12","self-initiated","social contact",5
"408",408,8,3,"2016-08-29","18:58:24","self-initiated","mood",7
"409",409,8,3,"2016-08-29","16:59:58","self-initiated","sleep",8
"410",410,8,3,"2016-08-29","14:55:09","self-initiated","self-esteem",6
"411",411,8,3,"2016-08-29","16:57:13","self-initiated","enjoyed activities",5
"412",412,8,3,"2016-08-29","21:45:29","self-initiated","pleasant activities",10
"413",413,8,3,"2016-08-29","13:05:21","self-initiated","worrying",3
"414",414,8,4,"2016-08-26","13:45:59","self-initiated","social contact",6
"415",415,8,4,"2016-08-26","15:13:33","self-initiated","mood",6
"416",416,8,4,"2016-08-26","16:31:12","self-initiated","sleep",1
"417",417,8,4,"2016-08-26","16:36:00","self-initiated","self-esteem",2
"418",418,8,4,"2016-08-26","11:26:30","self-initiated","enjoyed activities",5
"419",419,8,4,"2016-08-26","15:09:51","self-initiated","pleasant activities",5
"420",420,8,4,"2016-08-26","19:54:46","self-initiated","worrying",5
"421",421,8,1,"2016-08-31","20:49:23","self-initiated","social contact",2
"422",422,8,1,"2016-08-31","13:24:48","self-initiated","mood",9
"423",423,8,1,"2016-08-31","19:56:21","self-initiated","sleep",2
"424",424,8,1,"2016-08-31","21:22:45","self-initiated","self-esteem",1
"425",425,8,1,"2016-08-31","09:26:44","self-initiated","enjoyed activities",6
"426",426,8,1,"2016-08-31","22:06:01","self-initiated","pleasant activities",2
"427",427,8,1,"2016-08-31","11:32:29","self-initiated","worrying",8
"428",428,8,2,"2016-08-30","20:10:57","self-initiated","social contact",4
"429",429,8,2,"2016-08-30","15:28:48","self-initiated","mood",1
"430",430,8,2,"2016-08-30","17:04:57","self-initiated","sleep",8
"431",431,8,2,"2016-08-30","18:57:08","self-initiated","self-esteem",9
"432",432,8,2,"2016-08-30","13:03:50","self-initiated","enjoyed activities",5
"433",433,8,2,"2016-08-30","18:56:53","self-initiated","pleasant activities",3
"434",434,8,2,"2016-08-30","18:14:02","self-initiated","worrying",2
"435",435,8,3,"2016-09-29","11:18:19","self-initiated","social contact",7
"436",436,8,3,"2016-09-29","20:11:50","self-initiated","mood",6
"437",437,8,3,"2016-09-29","13:19:23","self-initiated","sleep",9
"438",438,8,3,"2016-09-29","11:43:28","self-initiated","self-esteem",4
"439",439,8,3,"2016-09-29","15:14:59","self-initiated","enjoyed activities",2
"440",440,8,3,"2016-09-29","15:13:58","self-initiated","pleasant activities",4
"441",441,8,3,"2016-09-29","09:17:40","morning","worrying",10
"442",442,8,4,"2016-08-23","10:05:22","morning","social contact",4
"443",443,8,4,"2016-08-23","10:26:01","morning","mood",2
"444",444,8,4,"2016-08-23","09:44:39","morning","sleep",7
"445",445,8,4,"2016-08-23","09:39:45","morning","self-esteem",6
"446",446,8,4,"2016-08-23","09:51:22","morning","enjoyed activities",6
"447",447,8,4,"2016-08-23","09:52:06","morning","pleasant activities",10
"448",448,8,4,"2016-08-23","09:54:25","morning","worrying",3
"449",449,9,1,"2016-09-12","09:12:11","morning","social contact",5
"450",450,9,1,"2016-09-12","09:13:20","morning","mood",4
"451",451,9,1,"2016-09-12","09:55:55","morning","sleep",6
"452",452,9,1,"2016-09-12","09:32:27","morning","self-esteem",5
"453",453,9,1,"2016-09-12","09:09:31","morning","enjoyed activities",10
"454",454,9,1,"2016-09-12","09:22:29","morning","pleasant activities",7
"455",455,9,1,"2016-09-12","09:19:33","morning","worrying",3
"456",456,9,2,"2016-08-29","09:51:40","morning","social contact",9
"457",457,9,2,"2016-08-29","09:56:57","morning","mood",5
"458",458,9,2,"2016-08-29","09:32:31","morning","sleep",3
"459",459,9,2,"2016-08-29","09:20:34","morning","self-esteem",7
"460",460,9,2,"2016-08-29","09:03:15","morning","enjoyed activities",4
"461",461,9,2,"2016-08-29","10:05:07","morning","pleasant activities",7
"462",462,9,2,"2016-08-29","09:22:39","morning","worrying",1
"463",463,9,3,"2016-08-26","09:08:18","morning","social contact",6
"464",464,9,3,"2016-08-26","09:18:45","morning","mood",2
"465",465,9,3,"2016-08-26","09:19:24","morning","sleep",9
"466",466,9,3,"2016-08-26","09:19:36","morning","self-esteem",9
"467",467,9,3,"2016-08-26","09:54:34","morning","enjoyed activities",6
"468",468,9,3,"2016-08-26","09:11:42","morning","pleasant activities",4
"469",469,9,3,"2016-08-26","09:04:45","morning","worrying",5
"470",470,9,4,"2016-08-31","09:51:52","morning","social contact",2
"471",471,9,4,"2016-08-31","09:55:57","morning","mood",4
"472",472,9,4,"2016-08-31","09:54:38","morning","sleep",9
"473",473,9,4,"2016-08-31","10:05:17","morning","self-esteem",8
"474",474,9,4,"2016-08-31","09:18:27","morning","enjoyed activities",3
"475",475,9,4,"2016-08-31","09:09:39","morning","pleasant activities",7
"476",476,9,4,"2016-08-31","09:09:57","morning","worrying",6
"477",477,9,1,"2016-08-30","09:27:42","morning","social contact",1
"478",478,9,1,"2016-08-30","09:44:50","morning","mood",10
"479",479,9,1,"2016-08-30","09:44:44","morning","sleep",2
"480",480,9,1,"2016-08-30","09:51:55","morning","self-esteem",7
"481",481,9,1,"2016-08-30","09:08:41","morning","enjoyed activities",8
"482",482,9,1,"2016-08-30","09:13:10","morning","pleasant activities",10
"483",483,9,1,"2016-08-30","09:54:21","morning","worrying",2
"484",484,9,2,"2016-09-29","09:19:15","morning","social contact",10
"485",485,9,2,"2016-09-29","09:10:49","morning","mood",10
"486",486,9,2,"2016-09-29","09:19:00","morning","sleep",10
"487",487,9,2,"2016-09-29","09:18:53","morning","self-esteem",2
"488",488,9,2,"2016-09-29","09:22:31","morning","enjoyed activities",9
"489",489,9,2,"2016-09-29","09:16:22","morning","pleasant activities",7
"490",490,9,2,"2016-09-29","10:05:12","morning","worrying",4
"491",491,9,3,"2016-08-23","09:28:09","morning","social contact",1
"492",492,9,3,"2016-08-23","09:56:10","morning","mood",5
"493",493,9,3,"2016-08-23","09:39:55","morning","sleep",7
"494",494,9,3,"2016-08-23","09:28:17","morning","self-esteem",5
"495",495,9,3,"2016-08-23","09:37:33","morning","enjoyed activities",10
"496",496,9,3,"2016-08-23","09:03:33","morning","pleasant activities",2
"497",497,9,3,"2016-08-23","11:33:33","morning","worrying",2
"498",498,9,4,"2016-09-12","09:39:52","morning","social contact",5
"499",499,9,4,"2016-09-12","11:40:09","morning","mood",7
"500",500,9,4,"2016-09-12","09:04:46","morning","sleep",5
"501",501,9,4,"2016-09-12","11:32:45","morning","self-esteem",1
"502",502,9,4,"2016-09-12","09:19:12","morning","enjoyed activities",7
"503",503,9,4,"2016-09-12","09:09:24","morning","pleasant activities",6
"504",504,9,4,"2016-09-12","20:21:58","evening","worrying",9
"505",505,10,1,"2016-08-29","20:23:35","evening","social contact",10
"506",506,10,1,"2016-08-29","20:21:36","evening","mood",10
"507",507,10,1,"2016-08-29","23:13:41","evening","sleep",10
"508",508,10,1,"2016-08-29","20:16:35","evening","self-esteem",4
"509",509,10,1,"2016-08-29","20:45:31","evening","enjoyed activities",9
"510",510,10,1,"2016-08-29","20:41:29","evening","pleasant activities",8
"511",511,10,1,"2016-08-29","21:38:29","evening","worrying",1
"512",512,10,2,"2016-08-26","20:51:58","evening","social contact",6
"513",513,10,2,"2016-08-26","20:12:50","evening","mood",10
"514",514,10,2,"2016-08-26","21:10:12","evening","sleep",10
"515",515,10,2,"2016-08-26","20:31:36","evening","self-esteem",10
"516",516,10,2,"2016-08-26","20:46:38","evening","enjoyed activities",2
"517",517,10,2,"2016-08-26","21:00:07","evening","pleasant activities",6
"518",518,10,2,"2016-08-26","20:45:24","evening","worrying",3
"519",519,10,3,"2016-08-31","20:42:58","evening","social contact",6
"520",520,10,3,"2016-08-31","20:41:33","evening","mood",4
"521",521,10,3,"2016-08-31","00:07:28","evening","sleep",6
"522",522,10,3,"2016-08-31","20:10:04","evening","self-esteem",6
"523",523,10,3,"2016-08-31","20:05:26","evening","enjoyed activities",3
"524",524,10,3,"2016-08-31","20:30:27","evening","pleasant activities",3
"525",525,10,3,"2016-08-31","00:07:00","evening","worrying",5
"526",526,10,4,"2016-08-30","20:58:18","evening","social contact",7
"527",527,10,4,"2016-08-30","20:41:51","evening","mood",8
"528",528,10,4,"2016-08-30","20:46:56","evening","sleep",2
"529",529,10,4,"2016-08-30","20:58:48","evening","self-esteem",3
"530",530,10,4,"2016-08-30","20:41:45","evening","enjoyed activities",2
"531",531,10,4,"2016-08-30","20:29:25","evening","pleasant activities",4
"532",532,10,4,"2016-08-30","21:00:02","evening","worrying",6
"533",533,10,1,"2016-09-29","20:04:56","evening","social contact",4
"534",534,10,1,"2016-09-29","20:52:02","evening","mood",9
"535",535,10,1,"2016-09-29","22:38:19","evening","sleep",6
"536",536,10,1,"2016-09-29","21:21:58","evening","self-esteem",7
"537",537,10,1,"2016-09-29","20:30:07","evening","enjoyed activities",4
"538",538,10,1,"2016-09-29","20:58:24","evening","pleasant activities",1
"539",539,10,1,"2016-09-29","20:45:36","evening","worrying",5
"540",540,10,2,"2016-08-23","20:43:58","evening","social contact",10
"541",541,10,2,"2016-08-23","20:51:42","evening","mood",2
"542",542,10,2,"2016-08-23","20:41:38","evening","sleep",2
"543",543,10,2,"2016-08-23","00:07:21","evening","self-esteem",10
"544",544,10,2,"2016-08-23","20:45:40","evening","enjoyed activities",1
"545",545,10,2,"2016-08-23","20:05:17","evening","pleasant activities",4
"546",546,10,2,"2016-08-23","20:42:54","evening","worrying",7
"547",547,10,3,"2016-09-12","20:31:44","evening","social contact",3
"548",548,10,3,"2016-09-12","20:42:44","evening","mood",5
"549",549,10,3,"2016-09-12","20:30:02","evening","sleep",6
"550",550,10,3,"2016-09-12","20:57:53","evening","self-esteem",10
"551",551,10,3,"2016-09-12","20:09:17","evening","enjoyed activities",2
"552",552,10,3,"2016-09-12","20:30:20","evening","pleasant activities",5
"553",553,10,3,"2016-09-12","21:10:17","evening","worrying",7
"554",554,10,4,"2016-08-29","20:29:37","evening","social contact",9
"555",555,10,4,"2016-08-29","00:06:50","evening","mood",2
"556",556,10,4,"2016-08-29","20:31:50","evening","sleep",1
"557",557,10,4,"2016-08-29","20:46:52","evening","self-esteem",7
"558",558,10,4,"2016-08-29","20:43:08","evening","enjoyed activities",7
"559",559,10,4,"2016-08-29","20:12:43","evening","pleasant activities",8
"560",560,10,4,"2016-08-29","20:30:06","evening","worrying",4
"561",561,11,1,"2016-08-26","00:07:15","evening","social contact",8
"562",562,11,1,"2016-08-26","20:32:10","evening","mood",8
"563",563,11,1,"2016-08-26","21:10:07","evening","sleep",3
"564",564,11,1,"2016-08-26","20:31:32","evening","self-esteem",1
"565",565,11,1,"2016-08-26","20:46:34","evening","enjoyed activities",9
"566",566,11,1,"2016-08-26","20:42:47","evening","pleasant activities",9
"567",567,11,1,"2016-08-26","21:09:54","evening","worrying",9
"568",568,11,2,"2016-08-31","20:27:11","evening","social contact",6
"569",569,11,2,"2016-08-31","20:46:44","evening","mood",7
"570",570,11,2,"2016-08-31","21:01:52","evening","sleep",4
"571",571,11,2,"2016-08-31","20:51:54","evening","self-esteem",7
"572",572,11,2,"2016-08-31","20:07:54","evening","enjoyed activities",4
"573",573,11,2,"2016-08-31","23:13:13","evening","pleasant activities",9
"574",574,11,2,"2016-08-31","21:10:25","evening","worrying",9
"575",575,11,3,"2016-08-30","21:09:42","evening","social contact",10
"576",576,11,3,"2016-08-30","20:51:49","evening","mood",10
"577",577,11,3,"2016-08-30","20:16:38","evening","sleep",10
"578",578,11,3,"2016-08-30","20:46:30","evening","self-esteem",7
"579",579,11,3,"2016-08-30","20:43:04","evening","enjoyed activities",10
"580",580,11,3,"2016-08-30","20:52:08","evening","pleasant activities",7
"581",581,11,3,"2016-08-30","20:03:50","evening","worrying",8
"582",582,11,4,"2016-09-29","20:14:28","evening","social contact",10
"583",583,11,4,"2016-09-29","20:05:30","evening","mood",1
"584",584,11,4,"2016-09-29","20:37:50","evening","sleep",8
"585",585,11,4,"2016-09-29","23:13:35","evening","self-esteem",5
"586",586,11,4,"2016-09-29","20:22:10","evening","enjoyed activities",4
"587",587,11,4,"2016-09-29","23:13:48","evening","pleasant activities",7
"588",588,11,4,"2016-09-29","20:04:14","evening","worrying",3
"589",589,11,1,"2016-08-23","20:17:41","evening","social contact",9
"590",590,11,1,"2016-08-23","20:11:24","evening","mood",1
"591",591,11,1,"2016-08-23","20:14:33","evening","sleep",6
"592",592,11,1,"2016-08-23","20:17:04","evening","self-esteem",5
"593",593,11,1,"2016-08-23","20:56:13","evening","enjoyed activities",4
"594",594,11,1,"2016-08-23","20:33:36","evening","pleasant activities",10
"595",595,11,1,"2016-08-23","21:10:02","evening","worrying",5
"596",596,11,2,"2016-09-12","20:31:26","evening","social contact",8
"597",597,11,2,"2016-09-12","20:28:53","evening","mood",8
"598",598,11,2,"2016-09-12","15:32:37","mood","sleep",6
"599",599,11,2,"2016-09-12","15:01:31","mood","self-esteem",1
"600",600,11,2,"2016-09-12","12:38:30","mood","enjoyed activities",10
"601",601,11,2,"2016-09-12","13:29:53","mood","pleasant activities",7
"602",602,11,2,"2016-09-12","16:10:31","mood","worrying",6
"603",603,11,3,"2016-08-29","15:28:04","mood","social contact",9
"604",604,11,3,"2016-08-29","14:11:51","mood","mood",4
"605",605,11,3,"2016-08-29","21:14:51","mood","sleep",3
"606",606,11,3,"2016-08-29","12:15:50","mood","self-esteem",7
"607",607,11,3,"2016-08-29","13:32:17","mood","enjoyed activities",7
"608",608,11,3,"2016-08-29","14:57:00","mood","pleasant activities",1
"609",609,11,3,"2016-08-29","14:31:10","mood","worrying",7
"610",610,11,4,"2016-08-26","20:54:13","mood","social contact",5
"611",611,11,4,"2016-08-26","20:11:57","mood","mood",8
"612",612,11,4,"2016-08-26","15:11:46","mood","sleep",7
"613",613,11,4,"2016-08-26","14:17:51","mood","self-esteem",2
"614",614,11,4,"2016-08-26","09:40:31","mood","enjoyed activities",7
"615",615,11,4,"2016-08-26","18:45:20","mood","pleasant activities",8
"616",616,11,4,"2016-08-26","11:17:06","mood","worrying",3
"617",617,12,1,"2016-08-31","12:03:16","mood","social contact",9
"618",618,12,1,"2016-08-31","11:43:48","mood","mood",5
"619",619,12,1,"2016-08-31","15:59:23","mood","sleep",5
"620",620,12,1,"2016-08-31","15:55:04","mood","self-esteem",9
"621",621,12,1,"2016-08-31","15:47:04","mood","enjoyed activities",8
"622",622,12,1,"2016-08-31","11:56:02","mood","pleasant activities",7
"623",623,12,1,"2016-08-31","17:34:31","mood","worrying",10
"624",624,12,2,"2016-08-30","13:45:22","mood","social contact",5
"625",625,12,2,"2016-08-30","15:14:21","mood","mood",9
"626",626,12,2,"2016-08-30","11:16:20","mood","sleep",3
"627",627,12,2,"2016-08-30","16:44:41","mood","self-esteem",5
"628",628,12,2,"2016-08-30","11:25:10","mood","enjoyed activities",5
"629",629,12,2,"2016-08-30","14:49:32","mood","pleasant activities",7
"630",630,12,2,"2016-08-30","20:08:30","mood","worrying",9
"631",631,12,3,"2016-09-29","11:09:38","mood","social contact",5
"632",632,12,3,"2016-09-29","18:22:50","mood","mood",1
"633",633,12,3,"2016-09-29","16:32:36","mood","sleep",10
"634",634,12,3,"2016-09-29","19:30:13","mood","self-esteem",7
"635",635,12,3,"2016-09-29","10:31:46","mood","enjoyed activities",5
"636",636,12,3,"2016-09-29","17:13:16","mood","pleasant activities",6
"637",637,12,3,"2016-09-29","19:10:00","mood","worrying",6
"638",638,12,4,"2016-08-23","15:39:23","mood","social contact",3
"639",639,12,4,"2016-08-23","18:31:49","mood","mood",2
"640",640,12,4,"2016-08-23","21:57:41","mood","sleep",6
"641",641,12,4,"2016-08-23","16:17:55","mood","self-esteem",6
"642",642,12,4,"2016-08-23","18:27:05","mood","enjoyed activities",8
"643",643,12,4,"2016-08-23","13:46:55","mood","pleasant activities",8
"644",644,12,4,"2016-08-23","17:23:15","mood","worrying",6
"645",645,12,1,"2016-09-12","12:41:33","mood","social contact",1
"646",646,12,1,"2016-09-12","19:00:26","mood","mood",10
"647",647,12,1,"2016-09-12","14:41:33","mood","sleep",1
"648",648,12,1,"2016-09-12","12:07:44","mood","self-esteem",9
"649",649,12,1,"2016-09-12","16:57:17","mood","enjoyed activities",8
"650",650,12,1,"2016-09-12","09:34:33","mood","pleasant activities",9
"651",651,12,1,"2016-09-12","12:26:36","mood","worrying",3
"652",652,12,2,"2016-08-29","11:45:22","mood","social contact",2
"653",653,12,2,"2016-08-29","21:12:40","mood","mood",8
"654",654,12,2,"2016-08-29","12:28:28","mood","sleep",7
"655",655,12,2,"2016-08-29","12:10:19","mood","self-esteem",10
"656",656,12,2,"2016-08-29","11:49:44","mood","enjoyed activities",8
"657",657,12,2,"2016-08-29","11:53:16","mood","pleasant activities",6
"658",658,12,2,"2016-08-29","11:39:34","mood","worrying",7
